,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
0,0,日日煮,肉碎蒸豆腐,"http://pichk.daydaycook.com/production/images/20170216/e9afdf06-ae92-4522-bc13-f8c489a03875?x-oss-process=image/resize,w_820",506502,20,有影片,17,6,https://www.daydaycook.com/daydaycook/hk/website/recipe/details.do?id=177173,None
1,1,日日煮,番茄豆腐鮮魚湯,"http://pichk.daydaycook.com/production/images/20170216/a388ebac-9bd4-4395-b540-f4d5adefc38f?x-oss-process=image/resize,w_820",297848,30,有影片,8,5,https://www.daydaycook.com/daydaycook/hk/website/recipe/details.do?id=177174,None
2,2,日日煮,免炸椒鹽豆腐,"http://pichk.daydaycook.com/production/images/20170510/8f8075dc-a55c-4de4-b9e2-86178228de3d?x-oss-process=image/resize,w_820",257479,20,有影片,8,6,https://www.daydaycook.com/daydaycook/hk/website/recipe/details.do?id=177954,None
3,3,日日煮,香煎四季豆豆腐餅,"http://pichk.daydaycook.com/production/images/20170414/ebaab61d-37b3-4397-a98e-5569f78511cd?x-oss-process=image/resize,w_820",209400,20,有影片,8,4,https://www.daydaycook.com/daydaycook/hk/website/recipe/details.do?id=177738,None
4,4,日日煮,三色豆腐粉絲蒸蛋,"http://pichk.daydaycook.com/production/images/20160411/4fcc27cf-cc4f-45d2-8ca8-65dfb4637e1a?x-oss-process=image/resize,w_820",192364,30,有影片,9,8,https://www.daydaycook.com/daydaycook/hk/website/recipe/details.do?id=37850,None
5,5,愛料理,【全家便利商店Fami煮煮】海鮮豆腐煲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423117/4d3bdaf2c4d5e0a0.jpg,689,5,None,5,3,https://icook.tw/recipes/423117,1
6,6,愛料理,海鮮豆腐煲 (全家Fami煮煮),https://tokyo-kitchen.icook.network/uploads/recipe/cover/423107/b199422012128655.jpg,"2,303",5,None,5,6,https://icook.tw/recipes/423107,18
7,7,愛料理,全家Fami煮煮 海鮮豆腐煲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422884/ce328f13199863a1.jpg,490,5,None,5,7,https://icook.tw/recipes/422884,2
8,8,愛料理,海鮮豆腐煲/全家便利商店 Fami 煮煮,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422934/eff64eb1a923c2bf.jpg,848,5,None,5,7,https://icook.tw/recipes/422934,3
9,9,愛料理,【Fami煮煮 】海鮮豆腐煲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422980/c0dee8748e02c3e7.jpg,500,5,None,6,9,https://icook.tw/recipes/422980,2
10,10,kitchen_story,香煎豆腐配米飯,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",None,30,N,12,7,https://www.chufanggushi.com/shi-pu/xiang-jian-dou-fu-pei-mi-fan,331000
11,11,kitchen_story,Hanna教你做青菜炒豆腐,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",None,20,Y,13,4,https://www.chufanggushi.com/shi-pu/qing-cai-chao-dou-fu,192000
